Cote,Titre,Auteur,Lieu,Edition,Annee,Nb_pages,Matiere,Inventaire,Auteur_Pairs,Auteur_Names,language,notice_key,is_duplicate_row,is_duplicate_inventory,is_duplicate_notice
82-9/11,المقابسات,"أبو حيان التوحيدي, علي بن محمد",بيروت,دار المدى للطباعة والنشر,1986,264,الأنواع الأدبية المختلفة,18821,"[('أبو حيان التوحيدي, علي بن محمد', 'Auteur')]","أبو حيان التوحيدي, علي بن محمد",ara,"المقابسات|أبو حيان التوحيدي, علي بن محمد|1986",False,False,False
577.15/01,علم الإنزمات,"أبو خرمة, دياب",دمشق,منشورات جامعة دمشق,1992,284,علم الإنزيمات,24901,"[('أبو خرمة, دياب', 'Auteur')]","أبو خرمة, دياب",ara,"علم الإنزمات|أبو خرمة, دياب|1992",False,False,False
325/03,صحافي من فلسطين.. يتذكر,"أبو خضرا, كنعان",,,1985,283,السياسة الإستعمارية,19746,"[('أبو خضرا, كنعان', 'Auteur')]","أبو خضرا, كنعان",ara,"صحافي من فلسطين.. يتذكر|أبو خضرا, كنعان|1985",False,False,False
297/14,الإسلام في قفص الإتهام,"أبو خليل, شوقي",دمشق,دار الفكر,1977,326,الإسلام,4123,"[('أبو خليل, شوقي', 'Auteur')]","أبو خليل, شوقي",ara,"الإسلام في قفص الإتهام|أبو خليل, شوقي|1977",False,False,False
297.214/01 مكرر,سنن أبي داود. الجزء الأول والثاني,أبو داود سليمان بن الأشعب السجستاني,,دار إحياء السنة النبوية,,656,حديث أبي داود,543,"[('أبو داود سليمان بن الأشعب السجستاني', 'Auteur')]",أبو داود سليمان بن الأشعب السجستاني,ara,,False,False,True
297.214/02 مكرر,سنن أبي داود. الجزء الثالث والرابع,أبو داود سليمان بن الأشعب السجستاني,,دار إحياء السنة النبوية,,748,حديث أبي داود,544,"[('أبو داود سليمان بن الأشعب السجستاني', 'Auteur')]",أبو داود سليمان بن الأشعب السجستاني,ara,,False,False,True
297.214/01,سنن أبي داود. الجزء الأول والثاني,أبو داود سليمان بن الأشعت السجستاني,بيروت,دار الفكر,,656,حديث أبي داود,10953,"[('أبو داود سليمان بن الأشعت السجستاني', 'Auteur')]",أبو داود سليمان بن الأشعت السجستاني,ara,,False,False,True
297.214/02,سنن أبي داود. الجزء الثالث والرابع,أبو داود سليمان بن الأشعت السجستاني,بيروت,دار الفكر,,379,حديث أبي داود,10954,"[('أبو داود سليمان بن الأشعت السجستاني', 'Auteur')]",أبو داود سليمان بن الأشعت السجستاني,ara,,False,False,True
801/30,في الشعرية,"أبو ديب, كمال",بيروت,مؤسسة الأبحاث العلمية,1987,160,اللسانيات,18431,"[('أبو ديب, كمال', 'Auteur')]","أبو ديب, كمال",ara,"في الشعرية|أبو ديب, كمال|1987",False,False,False
82-4/15,جدلية الخفاء والتجلي: دراسات بنيوية في الشعر,"أبو ديب, كمال",بيروت,دار العلم للملايين,1981,309,دراسة وأبحاث معاصرة,15907,"[('أبو ديب, كمال', 'Auteur')]","أبو ديب, كمال",ara,"جدلية الخفاء والتجلي: دراسات بنيوية في الشعر|أبو ديب, كمال|1981",False,False,False
82-4/18,في البنية الإيقاعية للشعر العربي: نحو بديل جدري لعروض الخليل ومقدمة في علم الإيقاع المقارن,"أبو ديب, كمال",بيروت,دار العلم للملايين,1974,543,دراسة وأبحاث معاصرة,20233,"[('أبو ديب, كمال', 'Auteur')]","أبو ديب, كمال",ara,"في البنية الإيقاعية للشعر العربي: نحو بديل جدري لعروض الخليل ومقدمة في علم الإيقاع المقارن|أبو ديب, كمال|1974",False,False,False
297.7/02,عمرو بن العاص بين يدي التاريخ: مع رواية جديدة لبعض أحداث الفتح العربي لمصر,"أبو رابية, عبد الخالق سيد",القاهرة,الزهراء للإعلام العربي,1988,352,تراجم وأعلام,19970,"[('أبو رابية, عبد الخالق سيد', 'Auteur')]","أبو رابية, عبد الخالق سيد",ara,"عمرو بن العاص بين يدي التاريخ: مع رواية جديدة لبعض أحداث الفتح العربي لمصر|أبو رابية, عبد الخالق سيد|1988",False,False,False
1:297/91,أصول الفلسفة الاشراقية عند شهاب الدين السهروردي,"أبو ريان, محمد علي",بيروت,دار النهضة العربية,1978,409,فلسفة إسلامية: الفلسفة الاشراقية,7060,"[('أبو ريان, محمد علي', 'Auteur')]","أبو ريان, محمد علي",ara,"أصول الفلسفة الاشراقية عند شهاب الدين السهروردي|أبو ريان, محمد علي|1978",False,False,False
183_091/01,تاريخ الفكر الفلسفي : الفلسفة اليونانية. الجزء الأول: من طاليس إلى أفلاطون,"أبو ريان, محمد علي",بيروت,دار النهضة العربية,1976,371,تاريخ الفلسفة اليونانية,7059,"[('أبو ريان, محمد علي', 'Auteur')]","أبو ريان, محمد علي",ara,"تاريخ الفكر الفلسفي : الفلسفة اليونانية. الجزء الأول: من طاليس إلى أفلاطون|أبو ريان, محمد علي|1976",False,False,False
185/01,تاريخ الفكر الفلسفي: أرسطو والمدارس المتأخرة,"أبو ريان, محمد علي",بيروت,دار النهضة العربية,1976,514,فلسفة أرسطو,6916,"[('أبو ريان, محمد علي', 'Auteur')]","أبو ريان, محمد علي",ara,"تاريخ الفكر الفلسفي: أرسطو والمدارس المتأخرة|أبو ريان, محمد علي|1976",False,False,False
297.22/27 ج1,المجلس العلمي لإحياء التراث الإسلامي,أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي,العربية السعودية,,1982,257,الحديث,19812,"[('أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي', 'Auteur')]",أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي,ara,المجلس العلمي لإحياء التراث الإسلامي|أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي|1982,False,False,True
297.22/27 ج2,المجلس العلمي لإحياء التراث الإسلامي,أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي,العربية السعودية,,1982,510,الحديث,19813,"[('أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي', 'Auteur')]",أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي,ara,المجلس العلمي لإحياء التراث الإسلامي|أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي|1982,False,False,True
297.22/27 ج3,المجلس العلمي لإحياء التراث الإسلامي,أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي,العربية السعودية,,1982,291,الحديث,19814,"[('أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي', 'Auteur')]",أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي,ara,المجلس العلمي لإحياء التراث الإسلامي|أبو زرعة الرازي وجهوده في السنة النبوية : مع تحقيق كتابه الضعفاء وأجوبته على أسئلة البرذعي|1982,False,False,True
297.41/02,أصول الفقه,"أبو زهرة, محمد",,دار الفكر العربي,1958,416,أصول الفقه,601,"[('أبو زهرة, محمد', 'Auteur')]","أبو زهرة, محمد",ara,"أصول الفقه|أبو زهرة, محمد|1958",False,False,False
297.41/10,موسوعة الفقه الإسلامي. الجزء الأول,"أبو زهرة, محمد",القاهرة,جمعية الدراسات الإسلامية,1967,276,الفقه الإسلامي,4620,"[('أبو زهرة, محمد', 'Auteur')]","أبو زهرة, محمد",ara,"موسوعة الفقه الإسلامي. الجزء الأول|أبو زهرة, محمد|1967",False,False,False
297.41/11,موسوعة الفقه الإسلامي. الجزء الثاني,"أبو زهرة, محمد",القاهرة,جمعية الدراسات الإسلامية,1967,439,الفقه الإسلامي,26599,"[('أبو زهرة, محمد', 'Auteur')]","أبو زهرة, محمد",ara,"موسوعة الفقه الإسلامي. الجزء الثاني|أبو زهرة, محمد|1967",False,False,False
297.432.8/04,الجريمة و العقوبة في الفقه الإسلامي : العقوبة,"أبو زهرة, محمد",بيروت,دار الفكر العربي,,607,الإسلام و القضاء,7158,"[('أبو زهرة, محمد', 'Auteur')]","أبو زهرة, محمد",ara,,False,False,True
297.728/03,مالك : حياته وعصره - آراؤه وفقهه,"أبو زهرة, محمد",بيروت,دار الفكر العربي,1946,398,سير أئمة المذاهب الإسلامية,7936,"[('أبو زهرة, محمد', 'Auteur')]","أبو زهرة, محمد",ara,"مالك : حياته وعصره - آراؤه وفقهه|أبو زهرة, محمد|1946",False,False,False
297.728/04,أبو حنيفة : حياته وعصره - آراؤه وفقهه,"أبو زهرة, محمد",بيروت,دار الفكر العربي,1947,436,سير أئمة المذاهب الإسلامية,7938,"[('أبو زهرة, محمد', 'Auteur')]","أبو زهرة, محمد",ara,"أبو حنيفة : حياته وعصره - آراؤه وفقهه|أبو زهرة, محمد|1947",False,False,False
